# timestamp(s) tx ty tz qx qy qz qw
1520530380.79801 1.504955 0.247523 1.282919 0.107236 -0.278209 0.159108 0.941161 
1520530380.84801 1.468951 0.201385 1.261720 0.109414 -0.269738 0.098162 0.951648 
1520530380.89801 1.426868 0.160354 1.239569 0.108139 -0.258975 0.034060 0.959207 
1520530380.94801 1.379792 0.124599 1.218596 0.099007 -0.244379 -0.030928 0.964116 
1520530380.99801 1.329443 0.096346 1.199873 0.088875 -0.228899 -0.091751 0.965033 
1520530381.04801 1.276821 0.075104 1.186018 0.072700 -0.210400 -0.149679 0.963350 
1520530381.09801 1.224265 0.062835 1.177403 0.064492 -0.199093 -0.207351 0.955620 
1520530381.14801 1.171730 0.058602 1.172917 0.053955 -0.186357 -0.263521 0.944943 
1520530381.19801 1.122031 0.061874 1.172402 0.050288 -0.175840 -0.316690 0.930730 
1520530381.24801 1.073642 0.071632 1.174494 0.047234 -0.162904 -0.375688 0.911093 
1520530381.29801 1.029184 0.085535 1.179661 0.041956 -0.149902 -0.426802 0.890847 
1520530381.34801 0.988243 0.101382 1.187557 0.038622 -0.138337 -0.467949 0.872006 
1520530381.39801 0.949447 0.115447 1.198097 0.034911 -0.123332 -0.502285 0.855149 
1520530381.44801 0.911309 0.127455 1.208196 0.034459 -0.103186 -0.530982 0.840371 
1520530381.49801 0.873023 0.135527 1.219194 0.031592 -0.083675 -0.555425 0.826743 
1520530381.55635 0.827540 0.140351 1.231264 0.031995 -0.063914 -0.576216 0.814166 
1520530381.60635 0.786399 0.139725 1.243778 0.030310 -0.044830 -0.588116 0.806965 
1520530381.65635 0.744177 0.136123 1.258742 0.030765 -0.021819 -0.596859 0.801459 
1520530381.70635 0.700735 0.129096 1.276170 0.033287 0.004582 -0.603260 0.796837 
1520530381.75635 0.656381 0.119213 1.295852 0.037012 0.030968 -0.608581 0.792023 
1520530381.80635 0.612631 0.106701 1.317024 0.042912 0.061018 -0.612963 0.786582 
1520530381.85635 0.571106 0.091165 1.336623 0.051337 0.097120 -0.611713 0.783415 
1520530381.90635 0.532017 0.071095 1.352762 0.056765 0.130755 -0.600564 0.786768 
1520530381.95635 0.494037 0.046991 1.363378 0.066614 0.156208 -0.583362 0.794261 
1520530382.00635 0.456523 0.018731 1.367700 0.077799 0.173431 -0.562527 0.804632 
1520530382.05635 0.419464 -0.011903 1.366060 0.088400 0.183431 -0.541377 0.815751 
1520530382.10635 0.383477 -0.044731 1.359924 0.096597 0.188181 -0.520628 0.827166 
1520530382.15635 0.348324 -0.079674 1.350529 0.099470 0.185910 -0.498120 0.841082 
1520530382.20635 0.314235 -0.115117 1.339618 0.100390 0.178579 -0.479552 0.853265 
1520530382.25635 0.281522 -0.148798 1.328682 0.101793 0.167323 -0.460667 0.865695 
1520530382.30635 0.251585 -0.182750 1.318418 0.103085 0.147528 -0.438144 0.880703 
1520530382.34801 0.226003 -0.209591 1.310852 0.104022 0.132184 -0.422673 0.890536 
1520530382.39801 0.196064 -0.240057 1.303357 0.102550 0.111897 -0.404733 0.901750 
1520530382.44801 0.166392 -0.267305 1.297591 0.095627 0.089859 -0.388897 0.911888 
1520530382.49801 0.137373 -0.291542 1.293054 0.085350 0.062231 -0.374227 0.921302 
1520530382.54801 0.108138 -0.313411 1.289346 0.073978 0.031019 -0.359446 0.929712 
1520530382.59801 0.077085 -0.332891 1.285931 0.063323 -0.000162 -0.345629 0.936232 
1520530382.64801 0.043538 -0.350546 1.282858 0.051388 -0.034065 -0.330118 0.941924 
1520530382.69801 0.008029 -0.365350 1.279951 0.037780 -0.073783 -0.312606 0.946259 
1520530382.74801 -0.030459 -0.376669 1.277482 0.025110 -0.108410 -0.297104 0.948338 
1520530382.80635 -0.081095 -0.384666 1.275384 0.010993 -0.137627 -0.287115 0.947894 
1520530382.85635 -0.128755 -0.386994 1.274575 0.001338 -0.155818 -0.285913 0.945501 
1520530382.90635 -0.179758 -0.385476 1.274507 -0.008038 -0.171764 -0.286547 0.942509 
1520530382.95635 -0.232362 -0.380799 1.274258 -0.011111 -0.189784 -0.290321 0.937855 
1520530383.00635 -0.285262 -0.373559 1.273060 -0.005645 -0.205774 -0.297544 0.932252 
1520530383.05635 -0.338345 -0.364810 1.270326 0.003701 -0.217213 -0.304486 0.927412 
1520530383.10635 -0.391514 -0.354305 1.265691 0.014408 -0.218899 -0.309928 0.925105 
1520530383.15635 -0.444823 -0.343246 1.261550 0.017960 -0.216217 -0.324822 0.920553 
1520530383.20635 -0.498609 -0.331876 1.256444 0.019101 -0.212210 -0.339861 0.916022 
1520530383.25635 -0.553295 -0.320995 1.249916 0.024878 -0.202926 -0.358070 0.911037 
1520530383.30635 -0.608517 -0.311761 1.242391 0.036435 -0.188884 -0.376927 0.906047 
1520530383.35635 -0.664669 -0.304100 1.234533 0.051274 -0.169737 -0.394660 0.901556 
1520530383.40635 -0.720620 -0.298663 1.229185 0.063335 -0.147243 -0.410613 0.897611 
1520530383.45635 -0.773715 -0.295642 1.227749 0.073200 -0.126003 -0.421942 0.894835 
1520530383.50635 -0.824882 -0.297277 1.230866 0.079717 -0.103943 -0.429420 0.893555 
1520530383.55635 -0.874711 -0.303200 1.237633 0.084765 -0.080698 -0.434699 0.892939 
1520530383.60635 -0.921763 -0.312323 1.247940 0.090342 -0.058375 -0.438227 0.892405 
1520530383.65635 -0.965580 -0.324825 1.260297 0.094511 -0.036053 -0.440697 0.891939 
1520530383.70635 -1.005576 -0.341131 1.273009 0.096717 -0.017639 -0.440042 0.892579 
1520530383.75635 -1.041692 -0.362960 1.285517 0.095437 -0.000908 -0.433991 0.895847 
1520530383.80635 -1.073944 -0.390516 1.295816 0.092335 0.012705 -0.420062 0.902696 
1520530383.85635 -1.104027 -0.424478 1.303431 0.085976 0.026633 -0.400639 0.911804 
1520530383.90635 -1.131967 -0.463402 1.308715 0.076700 0.040383 -0.377564 0.921917 
1520530383.95635 -1.156854 -0.505779 1.312000 0.064467 0.052639 -0.351321 0.932549 
1520530384.00635 -1.177822 -0.549956 1.312806 0.052318 0.061542 -0.320910 0.943659 
1520530384.05635 -1.194327 -0.595639 1.311752 0.040724 0.067825 -0.286920 0.954682 
1520530384.10635 -1.206261 -0.641769 1.308696 0.030059 0.074117 -0.251355 0.964585 
1520530384.15635 -1.212092 -0.688649 1.304408 0.017501 0.076430 -0.211569 0.974213 
1520530384.20635 -1.210711 -0.734493 1.299183 0.008470 0.072277 -0.166990 0.983269 
1520530384.25635 -1.202862 -0.779284 1.292858 0.002132 0.064760 -0.119305 0.990741 
1520530384.30635 -1.188529 -0.821470 1.285185 0.005480 0.044559 -0.068052 0.996671 
1520530384.35635 -1.169154 -0.861814 1.276327 0.015723 0.013681 -0.017250 0.999634 
1520530384.40635 -1.145785 -0.899458 1.266095 0.029915 -0.020304 0.032255 0.998826 
1520530384.45635 -1.118089 -0.935420 1.255980 0.045009 -0.056644 0.079972 0.994168 
1520530384.50635 -1.087369 -0.970765 1.245262 0.058658 -0.089792 0.119452 0.987030 
1520530384.55635 -1.054432 -1.005793 1.235437 0.070108 -0.112138 0.151487 0.979572 
1520530384.60635 -1.019316 -1.040383 1.226772 0.082031 -0.127087 0.183323 0.971346 
1520530384.65635 -0.982268 -1.074405 1.220853 0.092261 -0.138835 0.212034 0.962940 
1520530384.70635 -0.944644 -1.106725 1.218346 0.104398 -0.143784 0.238350 0.954786 
1520530384.75635 -0.907085 -1.137729 1.220024 0.112162 -0.137183 0.262005 0.948659 
1520530384.80635 -0.871490 -1.168299 1.224106 0.111319 -0.112478 0.280120 0.946831 
1520530384.85635 -0.836909 -1.198550 1.229463 0.101064 -0.070817 0.296645 0.946981 
1520530384.90635 -0.801877 -1.228629 1.236220 0.084638 -0.021398 0.314320 0.945294 
1520530384.95635 -0.763779 -1.258560 1.243961 0.064498 0.025812 0.331676 0.940832 
1520530385.00635 -0.723244 -1.287099 1.252004 0.044307 0.071637 0.349495 0.933144 
1520530385.05635 -0.678065 -1.315369 1.261044 0.016894 0.107462 0.365442 0.924456 
1520530385.10635 -0.630085 -1.341887 1.270452 -0.009364 0.143533 0.379659 0.913876 
1520530385.15635 -0.577391 -1.365858 1.279470 -0.034479 0.175992 0.394101 0.901401 
1520530385.20635 -0.520655 -1.385926 1.288216 -0.056543 0.197211 0.414191 0.886767 
1520530385.25635 -0.460578 -1.400547 1.294857 -0.074321 0.218423 0.437877 0.868926 
1520530385.30635 -0.395462 -1.407800 1.298339 -0.088078 0.224789 0.466682 0.850835 
1520530385.35635 -0.327045 -1.407631 1.298754 -0.100234 0.224425 0.499392 0.830779 
1520530385.40635 -0.260059 -1.398844 1.294400 -0.103043 0.218849 0.529389 0.813163 
1520530385.45635 -0.194816 -1.381365 1.284599 -0.106615 0.209309 0.568124 0.788707 
1520530385.50635 -0.131830 -1.355967 1.270602 -0.107440 0.195925 0.607257 0.762436 
1520530385.55635 -0.076951 -1.325457 1.249268 -0.091558 0.187477 0.639218 0.740182 
1520530385.60635 -0.022777 -1.291742 1.226008 -0.084802 0.177330 0.668423 0.717338 
1520530385.65635 0.026411 -1.254208 1.199210 -0.071224 0.173941 0.695891 0.693114 
1520530385.70635 0.071698 -1.214167 1.169676 -0.049141 0.173345 0.720512 0.669626 
1520530385.75635 0.113596 -1.172297 1.141863 -0.020792 0.174808 0.741039 0.647975 
1520530385.80635 0.154281 -1.129673 1.121101 0.002272 0.176554 0.760764 0.624549 
1520530385.85635 0.191978 -1.084956 1.106908 0.026534 0.177536 0.782279 0.596503 
1520530385.90635 0.228949 -1.040177 1.101984 0.049242 0.170124 0.801955 0.570527 
1520530385.95635 0.265420 -0.996955 1.107965 0.069135 0.160581 0.818967 0.546560 
1520530386.00635 0.300376 -0.957653 1.123194 0.078044 0.153314 0.834153 0.524015 
1520530386.05635 0.334020 -0.923136 1.146013 0.090249 0.139262 0.849011 0.501638 
1520530386.10635 0.369270 -0.892398 1.174328 0.097360 0.120533 0.863364 0.480204 
1520530386.15635 0.408012 -0.865673 1.205837 0.097155 0.103090 0.876053 0.460939 
1520530386.20635 0.450904 -0.843851 1.238292 0.097776 0.083625 0.885546 0.446379 
1520530386.25635 0.497611 -0.827994 1.270095 0.106726 0.062081 0.892225 0.434385 
1520530386.30635 0.548314 -0.818261 1.298266 0.117103 0.040922 0.896676 0.424952 
1520530386.35635 0.602581 -0.814657 1.320114 0.121967 0.028069 0.898321 0.421137 
1520530386.40635 0.659667 -0.817178 1.334524 0.119253 0.022367 0.896823 0.425425 
1520530386.45635 0.717170 -0.825134 1.340696 0.108514 0.021328 0.893033 0.436190 
1520530386.50635 0.773359 -0.838074 1.339974 0.098487 0.022797 0.888162 0.448273 
1520530386.55635 0.830557 -0.854277 1.333271 0.086276 0.031543 0.882528 0.461200 
1520530386.60635 0.886059 -0.873332 1.322410 0.072060 0.050476 0.876540 0.473219 
1520530386.65635 0.939399 -0.896009 1.310203 0.061435 0.071195 0.868738 0.486262 
1520530386.70635 0.991235 -0.920443 1.297935 0.054781 0.088393 0.858599 0.501989 
1520530386.75635 1.043724 -0.945276 1.287464 0.047105 0.103131 0.846386 0.520361 
1520530386.80635 1.096545 -0.970303 1.280864 0.039694 0.120514 0.833733 0.537391 
1520530386.85635 1.150554 -0.994318 1.279546 0.030572 0.129859 0.821080 0.555005 
1520530386.90635 1.206325 -1.015903 1.284250 0.020041 0.133842 0.809172 0.571774 
1520530386.95635 1.262097 -1.032097 1.296890 0.005735 0.131366 0.800689 0.584472 
1520530387.00635 1.315521 -1.041477 1.316207 -0.011369 0.130213 0.795073 0.592262 
1520530387.05635 1.367039 -1.043521 1.344715 -0.037475 0.122569 0.791227 0.597940 
1520530387.10635 1.414983 -1.036707 1.377877 -0.061382 0.110056 0.790882 0.598854 
1520530387.15635 1.460422 -1.023150 1.416127 -0.084449 0.096339 0.790527 0.598878 
1520530387.20635 1.502554 -1.005144 1.454728 -0.105701 0.086823 0.787861 0.600470 
1520530387.25635 1.539763 -0.981849 1.490563 -0.128799 0.077050 0.786897 0.598555 
1520530387.30635 1.573413 -0.952425 1.519361 -0.148476 0.068835 0.790146 0.590666 
1520530387.35635 1.605745 -0.917047 1.539690 -0.161874 0.062307 0.798729 0.576147 
1520530387.40635 1.636796 -0.875434 1.550452 -0.171522 0.062473 0.809219 0.558428 
1520530387.45635 1.667562 -0.827999 1.551209 -0.172915 0.060253 0.822718 0.538150 
1520530387.50635 1.696448 -0.776003 1.541421 -0.173510 0.061408 0.838029 0.513644 
1520530387.55635 1.722894 -0.721225 1.521470 -0.166446 0.058921 0.854478 0.488560 
1520530387.60635 1.747071 -0.663342 1.490528 -0.158152 0.059287 0.872947 0.457642 
1520530387.65635 1.766896 -0.605223 1.450546 -0.147922 0.077106 0.890368 0.423578 
1520530387.70635 1.779952 -0.547169 1.406905 -0.136936 0.096863 0.907934 0.384085 
1520530387.75635 1.785750 -0.489194 1.361533 -0.127792 0.114751 0.924291 0.340864 
1520530387.80635 1.782308 -0.434016 1.316804 -0.120387 0.134050 0.937121 0.298901 
1520530387.85635 1.769680 -0.379211 1.273916 -0.109558 0.144371 0.951148 0.249942 
1520530387.90635 1.749097 -0.329156 1.233818 -0.102238 0.163006 0.960388 0.201572 
1520530387.95635 1.719253 -0.281236 1.197988 -0.088914 0.181540 0.967533 0.151717 
1520530388.00635 1.679923 -0.237091 1.167978 -0.075904 0.205264 0.971485 0.091225 
1520530388.05635 1.635164 -0.194645 1.146410 -0.066562 0.217295 0.973064 0.038714 
1520530388.10635 1.589268 -0.156041 1.134041 -0.072160 0.225333 0.971587 -0.006119 
1520530388.15635 1.540805 -0.118580 1.132167 -0.074125 0.221678 0.971082 -0.048627 
1520530388.20635 1.491473 -0.080938 1.141267 -0.066494 0.208067 0.971537 -0.091671 
1520530388.25635 1.445442 -0.043843 1.159738 -0.058547 0.194047 0.970061 -0.133791 
1520530388.30635 1.405518 -0.007928 1.187112 -0.044076 0.177509 0.967952 -0.172094 
1520530388.35635 1.375637 0.026866 1.221251 -0.030839 0.160798 0.964851 -0.205562 
1520530388.40635 1.355693 0.063084 1.262044 -0.017533 0.142125 0.963111 -0.227836 
1520530388.45635 1.344930 0.098621 1.306455 -0.006818 0.123069 0.961522 -0.245524 
1520530388.50635 1.342462 0.135265 1.349548 0.005264 0.101018 0.961199 -0.256641 
1520530388.55635 1.346062 0.175160 1.385669 0.014913 0.079497 0.962175 -0.260148 
1520530388.60635 1.354769 0.218256 1.411887 0.019442 0.065408 0.963484 -0.258924 
1520530388.65635 1.367297 0.263636 1.427462 0.027092 0.060020 0.964919 -0.254156 
1520530388.70635 1.382596 0.311467 1.430845 0.031320 0.061812 0.966623 -0.246656 
1520530388.75635 1.400300 0.361808 1.422629 0.032061 0.065959 0.968802 -0.236735 
1520530388.80635 1.419884 0.412751 1.405851 0.022035 0.070506 0.971178 -0.226619 
1520530388.85635 1.439218 0.462297 1.382966 0.010013 0.077946 0.973175 -0.216230 
1520530388.90635 1.459373 0.509582 1.357499 -0.005909 0.089062 0.975185 -0.202601 
1520530388.95635 1.478145 0.560177 1.334809 -0.021786 0.091010 0.975461 -0.199297 
1520530389.00635 1.494738 0.608398 1.314634 -0.041393 0.096705 0.974798 -0.196734 
1520530389.05635 1.509379 0.652012 1.298118 -0.059572 0.112097 0.973781 -0.188777 
1520530389.10635 1.523478 0.693208 1.283172 -0.080369 0.115892 0.971994 -0.187980 
1520530389.15635 1.531363 0.733259 1.275654 -0.086585 0.123469 0.973221 -0.173493 
1520530389.20635 1.534239 0.773125 1.275227 -0.093427 0.131933 0.973468 -0.161941 
1520530389.25635 1.531158 0.814397 1.283528 -0.105447 0.127538 0.974431 -0.151982 
1520530389.30635 1.518841 0.852271 1.295849 -0.106216 0.129190 0.974389 -0.150314 
1520530389.34801 1.502641 0.884225 1.312735 -0.113959 0.109796 0.976103 -0.148936 
1520530389.40635 1.468190 0.921846 1.340778 -0.112472 0.080713 0.978368 -0.153727 
1520530389.45635 1.429405 0.950133 1.371647 -0.109255 0.044853 0.980336 -0.158093 
1520530389.50635 1.382242 0.969832 1.401818 -0.098792 0.021886 0.979608 -0.173578 
1520530389.55635 1.325095 0.982928 1.431776 -0.089731 0.000247 0.974904 -0.203743 
1520530389.60635 1.262410 0.991878 1.457133 -0.083395 -0.017340 0.968611 -0.233532 
1520530389.65635 1.196303 0.995334 1.472957 -0.080755 -0.024265 0.960767 -0.264228 
1520530389.70635 1.128986 0.992401 1.479937 -0.077711 -0.029502 0.951147 -0.297338 
1520530389.75635 1.060601 0.985254 1.475273 -0.087300 -0.032875 0.938105 -0.333552 
1520530389.80635 0.989120 0.974634 1.460399 -0.091442 -0.034287 0.921561 -0.375750 
1520530389.85635 0.916921 0.960629 1.435491 -0.099794 -0.030930 0.901733 -0.419479 
1520530389.90635 0.843518 0.941792 1.401494 -0.103817 -0.019976 0.879674 -0.463677 
1520530389.95635 0.769767 0.918688 1.358151 0.106658 0.000429 -0.857525 0.503264 
1520530390.00635 0.699993 0.893180 1.309344 0.114707 -0.026188 -0.836875 0.534600 
1520530390.05635 0.634859 0.864187 1.257248 0.128207 -0.057088 -0.814922 0.562323 
1520530390.10635 0.575379 0.831780 1.204127 0.147327 -0.096174 -0.790146 0.587124 
1520530390.15635 0.521871 0.795844 1.153756 0.170701 -0.137111 -0.759494 0.612560 
1520530390.20635 0.475680 0.755548 1.108763 0.194790 -0.180289 -0.723900 0.636805 
1520530390.25635 0.434248 0.712186 1.072055 0.218190 -0.214364 -0.685838 0.660354 
1520530390.30635 0.396678 0.666479 1.044726 0.242428 -0.240365 -0.644346 0.684304 
1520530390.35635 0.362115 0.620502 1.028120 0.268896 -0.256573 -0.604220 0.704829 
1520530390.40635 0.327786 0.574863 1.023372 0.293405 -0.265668 -0.567824 0.721741 
1520530390.45635 0.291228 0.529598 1.029926 0.314056 -0.266637 -0.534754 0.737775 
1520530390.50635 0.251108 0.485520 1.045861 0.326046 -0.257618 -0.505818 0.755960 
1520530390.55635 0.207696 0.441344 1.069931 0.324658 -0.241435 -0.483522 0.776217 
1520530390.60635 0.161365 0.397588 1.100737 0.309001 -0.220636 -0.467628 0.798225 
1520530390.65635 0.112962 0.356665 1.138069 0.283440 -0.192923 -0.459357 0.819410 
1520530390.70635 0.064356 0.318519 1.181609 0.252179 -0.162727 -0.454079 0.838891 
1520530390.75635 0.016716 0.285137 1.230365 0.212626 -0.133116 -0.451267 0.856404 
1520530390.80635 -0.028825 0.257635 1.282718 0.166752 -0.103997 -0.451007 0.870616 
1520530390.85635 -0.071502 0.237055 1.336736 0.117239 -0.074478 -0.454100 0.880057 
1520530390.90635 -0.110174 0.223411 1.389757 0.066614 -0.044338 -0.457958 0.885365 
1520530390.95635 -0.144825 0.215951 1.438942 0.014387 -0.016497 -0.461104 0.887076 
1520530391.00635 -0.177410 0.213147 1.482778 -0.038383 0.009038 -0.464875 0.884498 
1520530391.05635 -0.208836 0.212561 1.519634 -0.089616 0.027273 -0.466186 0.879713 
1520530391.10635 -0.241297 0.214005 1.549393 -0.135133 0.043931 -0.466543 0.873010 
1520530391.15635 -0.276040 0.214732 1.571280 -0.174625 0.057244 -0.463142 0.867023 
1520530391.20635 -0.314497 0.214096 1.585491 -0.207018 0.068653 -0.459965 0.860734 
1520530391.25635 -0.358110 0.211087 1.591336 -0.226914 0.076547 -0.457576 0.856315 
1520530391.30635 -0.407839 0.204428 1.587295 -0.224925 0.077213 -0.459035 0.855999 
1520530391.35635 -0.462907 0.194210 1.573124 -0.198466 0.066569 -0.465637 0.859862 
1520530391.40635 -0.522206 0.181776 1.550097 -0.153700 0.047080 -0.476106 0.864571 
1520530391.45635 -0.581537 0.167771 1.520868 -0.102326 0.022060 -0.485913 0.867716 
1520530391.50635 -0.637277 0.153501 1.486637 -0.046966 -0.000822 -0.491793 0.869444 
1520530391.55635 -0.688331 0.140282 1.449292 0.006855 -0.024010 -0.494273 0.868948 
1520530391.60635 -0.735798 0.127055 1.412237 0.048100 -0.048998 -0.494113 0.866682 
1520530391.65635 -0.781463 0.115072 1.376808 0.083828 -0.071178 -0.493733 0.862632 
1520530391.70635 -0.826268 0.103317 1.344937 0.114777 -0.089696 -0.491842 0.858413 
1520530391.75635 -0.870826 0.091836 1.319349 0.139462 -0.104627 -0.490519 0.853812 
1520530391.80635 -0.916338 0.080005 1.301531 0.155324 -0.112988 -0.493250 0.848418 
1520530391.85635 -0.963019 0.067281 1.293326 0.158554 -0.114746 -0.500162 0.843523 
1520530391.90635 -1.010281 0.054300 1.295786 0.152273 -0.107066 -0.508046 0.840975 
1520530391.95635 -1.058039 0.039894 1.308326 0.131381 -0.092876 -0.514669 0.842157 
1520530392.00635 -1.105871 0.025450 1.328760 0.098543 -0.071927 -0.523924 0.842982 
1520530392.05635 -1.152124 0.012348 1.356031 0.058665 -0.050552 -0.537326 0.839812 
1520530392.10635 -1.194434 0.003194 1.388129 0.018675 -0.026834 -0.555421 0.830926 
1520530392.15635 -1.231525 -0.001873 1.421816 -0.020256 0.003408 -0.573637 0.818852 
1520530392.20635 -1.264200 -0.004651 1.454264 -0.061283 0.034824 -0.587299 0.806295 
1520530392.25635 -1.294284 -0.006118 1.486554 -0.104178 0.071110 -0.594713 0.793981 
1520530392.30635 -1.322217 -0.006928 1.517623 -0.144043 0.107652 -0.597464 0.781473 
1520530392.35635 -1.348714 -0.006698 1.546822 -0.182660 0.145360 -0.598563 0.766308 
1520530392.40635 -1.373656 -0.006016 1.572435 -0.219217 0.175844 -0.597951 0.750652 
1520530392.45635 -1.398138 -0.003725 1.594737 -0.253213 0.203821 -0.597682 0.732882 
1520530392.50635 -1.423117 -0.000401 1.613726 -0.278645 0.230050 -0.600440 0.713376 
1520530392.55635 -1.449053 0.002967 1.629186 -0.295032 0.251269 -0.604757 0.695765 
1520530392.60635 -1.477821 0.004716 1.639544 -0.301916 0.262590 -0.611387 0.682714 
1520530392.65635 -1.510434 0.003801 1.644540 -0.297653 0.263101 -0.622641 0.674165 
1520530392.70635 -1.546578 0.000328 1.641818 -0.281317 0.251812 -0.635498 0.673494 
1520530392.75635 -1.584949 -0.004695 1.630119 -0.250801 0.228693 -0.650680 0.679274 
1520530392.80635 -1.623176 -0.009880 1.610461 -0.207300 0.191523 -0.673067 0.683612 
1520530392.85635 -1.659684 -0.014191 1.584603 -0.159245 0.141965 -0.697274 0.684322 
1520530392.90635 -1.691723 -0.017393 1.552494 -0.107974 0.087162 -0.717059 0.683060 
1520530392.95635 -1.716533 -0.020196 1.516449 -0.064558 0.033544 -0.732766 0.676580 
1520530392.99801 -1.731159 -0.021723 1.485448 -0.037895 -0.001341 -0.745762 0.665133 
1520530393.04801 -1.742127 -0.024745 1.447608 -0.019654 -0.028918 -0.761622 0.647078 
1520530393.09801 -1.744720 -0.029003 1.408957 0.001317 -0.048568 -0.778809 0.625377 
1520530393.14801 -1.741448 -0.037184 1.370163 0.025019 -0.071121 -0.792260 0.605507 
1520530393.19801 -1.734336 -0.049443 1.333167 0.051173 -0.097630 -0.801494 0.587756 
1520530393.24801 -1.723898 -0.066829 1.300493 0.075209 -0.126572 -0.804740 0.575080 
1520530393.29801 -1.711297 -0.089445 1.276230 0.093759 -0.149734 -0.803798 0.568064 
1520530393.34801 -1.696965 -0.116131 1.262003 0.111753 -0.164441 -0.800922 0.564797 
1520530393.40635 -1.678844 -0.151465 1.261769 0.123148 -0.166538 -0.799417 0.563944 
1520530393.45635 -1.660875 -0.184017 1.275589 0.115774 -0.151463 -0.800666 0.567970 
1520530393.50635 -1.638239 -0.217130 1.299825 0.090600 -0.119772 -0.804930 0.574051 
1520530393.55635 -1.608438 -0.248962 1.331902 0.047156 -0.073592 -0.807953 0.582728 
1520530393.60635 -1.570487 -0.279249 1.367324 -0.010324 -0.020412 -0.805694 0.591889 
1520530393.65635 -1.524713 -0.306247 1.402303 -0.069037 0.040892 -0.797238 0.598309 
1520530393.70635 -1.472597 -0.331563 1.435095 -0.121806 0.101565 -0.784242 0.599843 
1520530393.75635 -1.416551 -0.354778 1.463395 -0.163899 0.150645 -0.772955 0.594124 
1520530393.80635 -1.359075 -0.377003 1.486425 -0.194937 0.185476 -0.765100 0.584997 
1520530393.85635 -1.302641 -0.398382 1.503459 -0.216433 0.205465 -0.760313 0.576944 
1520530393.90635 -1.249585 -0.419888 1.513611 -0.226341 0.211038 -0.757536 0.574780 
1520530393.95635 -1.200342 -0.441129 1.517301 -0.228718 0.209967 -0.756239 0.575937 
1520530394.00635 -1.155639 -0.462020 1.515195 -0.229043 0.206268 -0.754782 0.579048 
1520530394.05635 -1.116814 -0.481427 1.506352 -0.219923 0.197334 -0.757661 0.581930 
1520530394.10635 -1.082108 -0.501392 1.489594 -0.196617 0.172884 -0.764135 0.589534 
1520530394.15635 -1.048931 -0.521250 1.465880 -0.161196 0.136173 -0.772745 0.598613 
1520530394.19801 -1.020587 -0.538891 1.442645 -0.127924 0.098381 -0.778755 0.606215 
1520530394.24801 -0.984699 -0.559582 1.412688 -0.086976 0.053126 -0.782714 0.613980 
1520530394.29801 -0.946854 -0.581050 1.382108 -0.050995 0.005618 -0.782073 0.621071 
1520530394.34801 -0.906817 -0.602528 1.351647 -0.015134 -0.038768 -0.778060 0.626810 
1520530394.39801 -0.863759 -0.623682 1.320729 0.023144 -0.084086 -0.769545 0.632609 
1520530394.44801 -0.817763 -0.645137 1.290968 0.061256 -0.129062 -0.757797 0.636659 
1520530394.49801 -0.768876 -0.667961 1.263075 0.094580 -0.170539 -0.740102 0.643600 
1520530394.54801 -0.717651 -0.691333 1.239298 0.123699 -0.200234 -0.717176 0.655945 
1520530394.60635 -0.655934 -0.720100 1.217232 0.148523 -0.223622 -0.687162 0.675087 
1520530394.65635 -0.601367 -0.744915 1.202830 0.166820 -0.233594 -0.662794 0.691599 
1520530394.70635 -0.545706 -0.770131 1.195482 0.174655 -0.234801 -0.640740 0.709800 
1520530394.75635 -0.488887 -0.795254 1.196776 0.169419 -0.222382 -0.621053 0.732213 
1520530394.80635 -0.429253 -0.818830 1.206179 0.151623 -0.197481 -0.600741 0.759686 
1520530394.85635 -0.369250 -0.841751 1.224281 0.120638 -0.163411 -0.581390 0.787864 
1520530394.90635 -0.308023 -0.863357 1.249027 0.088267 -0.129667 -0.560244 0.813340 
1520530394.95635 -0.246410 -0.883506 1.279714 0.053153 -0.102282 -0.539270 0.834207 
1520530395.00635 -0.184763 -0.903244 1.313107 0.009642 -0.077543 -0.519612 0.850822 
1520530395.05635 -0.122843 -0.922357 1.344489 -0.034676 -0.056449 -0.500449 0.863228 
1520530395.10635 -0.060576 -0.939793 1.371442 -0.068525 -0.034278 -0.480636 0.873566 
1520530395.15635 0.002678 -0.955685 1.389173 -0.087028 -0.019633 -0.456194 0.885397 
1520530395.20635 0.067298 -0.971077 1.396496 -0.088432 -0.012345 -0.426363 0.900135 
1520530395.25635 0.130757 -0.984342 1.393908 -0.077421 -0.009009 -0.400754 0.912864 
1520530395.30635 0.193435 -0.997961 1.384190 -0.066348 -0.010604 -0.372487 0.925602 
1520530395.35635 0.254046 -1.009390 1.367677 -0.049082 -0.012981 -0.346146 0.936806 
1520530395.40635 0.315357 -1.017905 1.346569 -0.028376 -0.022692 -0.317794 0.947463 
1520530395.45635 0.377056 -1.021529 1.322701 -0.007362 -0.038263 -0.289076 0.956513 
1520530395.50635 0.438683 -1.020655 1.297200 0.014237 -0.055376 -0.266587 0.962113 
1520530395.55635 0.497911 -1.014660 1.270805 0.037615 -0.071923 -0.248627 0.965193 
1520530395.60635 0.553615 -1.003338 1.244183 0.060325 -0.085481 -0.236112 0.966077 
1520530395.65635 0.604177 -0.984518 1.217983 0.082023 -0.098126 -0.228269 0.965161 
1520530395.70635 0.648160 -0.957360 1.193388 0.098634 -0.108444 -0.226931 0.962815 
